scenario_id,variant,tenor,r,q,vol,ko_barrier,ki_barrier,product_protection_type,product_protection_rate,interest_protection_type,interest_protection_rate,quoted_ko_rate,product_pv,interest_pv,combined_pv,protected_snowball_pv,quote_ko_sensitivity,quote_ki_sensitivity,interest_ko_sensitivity,interest_ki_sensitivity
139,standard,1.0,0.01,0.116667,0.15,102.5,75.0,NONE,0.0,FULL,0.0,0.11220301801332805,0.6042004320953538,0.6042004320953538,0.0,99.39579956790465,,,,
140,standard,1.0,0.01,0.116667,0.15,102.5,80.0,NONE,0.0,FULL,0.0,0.21517359968888877,0.6042004320953538,0.6042004320953538,0.0,99.39579956790465,,,,
141,standard,1.0,0.01,0.116667,0.15,105.0,65.0,NONE,0.0,FULL,0.0,0.024268222417489965,0.7355129503018105,0.7355129503018105,0.0,99.26448704969819,,,,
142,standard,1.0,0.01,0.116667,0.15,105.0,70.0,NONE,0.0,FULL,0.0,0.0498159854339137,0.7355129503018105,0.7355129503018105,0.0,99.26448704969819,,,,
143,standard,1.0,0.01,0.116667,0.15,105.0,75.0,NONE,0.0,FULL,0.0,0.10010132706920985,0.7355129503018105,0.7355129503018105,0.0,99.26448704969819,,,,
144,standard,1.0,0.01,0.116667,0.15,105.0,80.0,NONE,0.0,FULL,0.0,0.19098092341524384,0.7355129503018105,0.7355129503018105,0.0,99.26448704969819,,,,
145,standard,1.0,0.01,0.116667,0.216667,97.5,65.0,NONE,0.0,FULL,0.0,0.11786614012832312,0.3105538258810725,0.3105538258810725,0.0,99.68944617411893,,,,
146,standard,1.0,0.01,0.116667,0.216667,97.5,70.0,NONE,0.0,FULL,0.0,0.19384556902323982,0.3105538258810725,0.3105538258810725,0.0,99.68944617411893,,,,
147,standard,1.0,0.01,0.116667,0.216667,97.5,75.0,NONE,0.0,FULL,0.0,0.2964442728126328,0.3105538258810725,0.3105538258810725,0.0,99.68944617411893,,,,
148,standard,1.0,0.01,0.116667,0.216667,97.5,80.0,NONE,0.0,FULL,0.0,0.39458034260373737,0.3105538258810725,0.3105538258810725,0.0,99.68944617411893,,,,
149,standard,1.0,0.01,0.116667,0.216667,100.0,65.0,NONE,0.0,FULL,0.0,0.11176441800920199,0.4154679370556664,0.4154679370556664,0.0,99.58453206294433,,,,
